dates,nzd0302-0000,nzd0302-0001,nzd0302-0002,nzd0302-0003,nzd0302-0004,nzd0302-0005,nzd0302-0006,nzd0302-0007,nzd0302-0008,nzd0302-0009,nzd0302-0010,nzd0302-0011,nzd0302-0012,nzd0302-0013,nzd0302-0014,nzd0302-0015,nzd0302-0016,nzd0302-0017,nzd0302-0018,nzd0302-0019,nzd0302-0020,nzd0302-0021,nzd0302-0022,nzd0302-0023,nzd0302-0024,nzd0302-0025,nzd0302-0026,nzd0302-0027,nzd0302-0031,nzd0302-0032,nzd0302-0033,nzd0302-0034,nzd0302-0035,nzd0302-0036,nzd0302-0037,nzd0302-0038,nzd0302-0039,nzd0302-0040,nzd0302-0041,nzd0302-0028,nzd0302-0029,nzd0302-0030
2001-05-13 21:50:33+00:00,351.055,360.8225,356.3566666666666,360.9533333333333,339.4275,353.235,356.8,356.08500000000004,294.9066666666667,319.375,325.69,329.03,338.06666666666666,305.16,296.02,300.64,306.51,327.24,338.25,353.28,376.90333333333336,368.765,350.89,340.1,345.78999999999996,352.53000000000003,340.79333333333335,341.95500000000004,349.40000000000003,360.495,363.75666666666666,355.99,366.4066666666667,368.06,358.525,304.17,374.26,373.21500000000003,356.865,363.34666666666664,351.985,343.29999999999995
2001-05-22 21:44:18+00:00,353.51599999999996,363.276,363.98,360.9533333333333,345.538,356.6366666666667,356.60666666666674,361.2833333333333,294.9066666666667,319.375,325.69,334.4066666666667,340.26,317.1,305.80499999999995,300.64,306.51,327.84,338.25,353.28,376.90333333333336,368.765,350.89,340.1,346.6066666666666,352.53000000000003,343.0025,346.55333333333334,349.40000000000003,360.495,363.9975,355.99,365.795,372.26,358.525,304.17,374.26,373.21500000000003,356.865,360.7925,352.55333333333334,345.40333333333336
2001-06-07 21:44:06+00:00,353.51599999999996,359.56166666666667,364.298,361.3275,349.4433333333333,356.6366666666667,348.15500000000003,347.645,296.8425,305.45666666666665,323.41,336.235,340.26,317.1,306.95666666666665,292.135,294.74,321.3066666666667,338.36,352.73,376.6625,371.98333333333335,350.89,340.1,346.6066666666666,352.53000000000003,343.0025,350.37,349.40000000000003,360.495,363.9975,355.99,365.795,372.26,358.525,304.17,374.26,373.21500000000003,356.865,362.492,352.55333333333334,346.875
2001-07-25 21:43:42+00:00,353.51599999999996,354.80571428571426,359.7683333333334,356.084,355.2516666666667,356.6366666666667,343.61400000000003,341.386,309.1225,300.6875,314.6325,329.548,332.952,307.5366666666667,299.0925,285.98,286.6066666666666,310.1325,325.0833333333333,345.4375,371.514,363.2825,343.355,331.565,342.255,344.4975,337.878,344.152,342.59749999999997,354.1933333333333,357.326,346.2833333333333,359.622,367.2,353.08,348.84,366.185,368.1066666666666,356.3066666666667,356.91333333333336,345.685,340.23400000000004
2002-01-17 21:43:16+00:00,388.02,326.27,337.12,335.11,340.37,,325.45,316.35,290.84,286.38,288.3,302.8,303.72,288.41,275.5,273.67,270.34,276.61,298.53,323.56,350.92,337.18,335.82,323.03,329.2,320.4,317.38,319.28,322.19,341.59,330.64,326.87,334.93,357.08,342.19,348.84,341.96,357.89,355.19,329.02,325.08,313.67
2002-02-18 21:43:18+00:00,361.205,337.96,352.9,354.79,354.85,341.33,340.01,343.59,334.67,319.65,310.23,319.12,319.95,311.57,289.11,,,,,,370.38,369.36,358.5,340.54,335.46,341.51,341.71,344.38,,357.99,361.9,360.54,347.2,366.61,375.41,362.62,347.8,354.84,359.06,355.02,356.52,345.85
2002-03-06 21:43:23+00:00,356.78,345.85,357.92499999999995,359.57500000000005,358.33000000000004,343.82,346.475,348.395,340.19500000000005,324.91999999999996,317.0,325.195,326.67499999999995,314.525,297.03499999999997,,,,,,368.43,371.365,359.66499999999996,344.95000000000005,339.735,345.03999999999996,344.575,350.54499999999996,345.66,357.99,361.9,363.165,356.35,368.02,366.87,366.1,362.31,365.0,358.275,358.35,354.03999999999996,343.185
2002-04-07 21:43:17+00:00,357.8275,363.76,357.92499999999995,359.57500000000005,359.65333333333336,354.00666666666666,355.91,347.7966666666666,346.1233333333334,328.31666666666666,321.93666666666667,332.91,328.5233333333333,312.42333333333335,297.87333333333333,303.11,,,331.26,361.31,373.66,373.67,361.55,348.3666666666666,346.1166666666666,349.85999999999996,347.06666666666666,352.6066666666666,346.3,357.76,358.22,360.34666666666664,361.37000000000006,373.92,366.87,369.3566666666666,362.31,365.0,358.275,357.9066666666667,350.1166666666666,340.2966666666667
2002-04-14 21:49:26+00:00,355.088,364.1775,355.96,362.75,359.0775,352.3,354.2725,349.94,345.51000000000005,329.97749999999996,324.38,331.075,329.5325,313.95,301.5475,305.36,304.42,312.27,331.26,359.74,372.39750000000004,372.2025,361.1925,349.2125,345.8225,351.5375,347.7125,352.9525,345.20666666666665,355.93,358.22,360.0625,362.6025,375.07,371.2633333333333,371.3225,368.32,370.6433333333334,358.67,357.0375,350.1125,337.6675
2002-05-09 21:43:16+00:00,355.088,364.1775,355.96,362.75,359.444,352.69,355.09000000000003,353.566,345.184,332.902,324.38,331.55,329.122,314.56800000000004,301.5475,305.36,304.42,312.27,331.26,358.81666666666666,374.524,374.646,363.68600000000004,349.2125,346.994,353.17199999999997,351.444,353.912,344.8075,355.6125,358.56333333333333,358.178,363.986,375.01599999999996,371.2633333333333,371.3225,369.6875,370.6433333333334,358.67,359.16999999999996,349.652,336.87
2002-06-10 21:43:00+00:00,355.088,364.1775,355.96,362.75,359.444,352.69,355.09000000000003,353.566,345.184,332.902,324.38,331.55,329.122,314.56800000000004,301.5475,305.36,304.42,312.27,331.26,358.81666666666666,374.524,375.5416666666667,363.99,351.07,347.39166666666665,353.92333333333335,351.62833333333333,353.912,344.8075,355.6125,358.56333333333333,358.2583333333334,364.075,375.01599999999996,370.235,371.3225,369.6875,370.6433333333334,358.67,359.16999999999996,349.652,336.87
2002-09-05 21:48:38+00:00,352.55000000000007,382.505,352.03,369.1,360.18666666666667,358.6033333333333,360.8333333333333,345.85,348.51,338.22333333333336,331.76,328.09,330.7533333333334,314.59666666666675,306.06000000000006,305.36,304.42,312.27,331.26,358.81666666666666,378.5866666666666,377.63,366.15250000000003,355.1499999999999,351.21999999999997,358.365,355.155,356.1566666666667,344.5233333333333,354.82,356.89500000000004,355.80500000000006,356.566,379.68,352.6233333333333,376.54499999999996,361.40333333333336,381.93,359.46,359.71666666666664,346.7266666666667,332.65999999999997
2002-09-14 21:42:19+00:00,345.78000000000003,367.46999999999997,350.505,363.46500000000003,358.55,352.47499999999997,356.08,343.86199999999997,342.9875,332.6125,326.5466666666667,325.82,329.82750000000004,313.225,306.06000000000006,305.36,304.42,312.27,330.66499999999996,353.63,374.50749999999994,375.86,364.86199999999997,352.215,349.13599999999997,354.31,352.234,354.4175,344.325,353.815,354.2033333333334,354.284,355.12833333333333,374.97,352.6233333333333,376.54499999999996,360.0225,369.405,357.14,359.29999999999995,347.77,332.47249999999997
2002-09-30 21:42:11+00:00,342.45500000000004,360.24749999999995,350.43,360.31333333333333,357.688,350.26599999999996,355.178,343.8633333333334,342.32,330.72400000000005,325.185,325.3283333333333,328.10600000000005,312.258,302.91,305.36,304.42,312.27,330.66499999999996,351.216,372.23999999999995,374.8666666666666,363.17833333333334,350.53599999999994,347.9866666666667,352.7816666666667,350.81333333333333,353.852,342.78599999999994,354.38,353.56,354.12833333333333,353.78142857142853,373.32000000000005,352.6233333333333,376.54499999999996,360.0225,366.0566666666667,356.49666666666667,359.376,348.166,333.23400000000004
2002-12-10 21:48:53+00:00,332.36,337.9899999999999,349.63,355.92,353.94000000000005,337.76,346.69499999999994,330.7133333333334,333.03499999999997,319.475,318.61,307.52750000000003,311.44,296.4433333333333,277.765,,,,330.07,339.81499999999994,362.71999999999997,353.84666666666664,343.6499999999999,343.61499999999995,341.5200000000001,341.615,342.1300000000001,350.395,331.87,345.47666666666663,341.37000000000006,342.18,333.325,356.00666666666666,324.675,337.6,340.92,353.18333333333334,347.8166666666666,358.865,350.32499999999993,322.75
2003-01-11 21:49:02+00:00,332.36,337.9899999999999,349.63,355.92,348.1833333333334,339.27,341.0433333333333,333.02250000000004,332.35,319.475,318.61,307.52750000000003,311.44,308.58,294.84,320.78,,,330.07,339.81499999999994,370.2266666666667,352.28,341.69,337.01666666666665,331.7033333333334,335.8566666666666,336.5,354.66,336.95,345.47666666666663,347.7325,342.18,333.325,356.00666666666666,324.675,337.6,340.92,357.27,350.735,362.1133333333334,353.64000000000004,329.60249999999996
2003-02-05 21:43:05+00:00,341.06666666666666,347.8733333333333,359.29333333333335,362.9633333333333,355.43,346.6275,348.34749999999997,340.824,340.495,326.96999999999997,318.61,307.52750000000003,311.44,314.832,303.6225,320.78,320.39,,339.775,339.81499999999994,374.3025,358.986,349.118,342.4275,336.4925,341.72249999999997,341.745,357.37,339.15999999999997,350.77,350.738,342.18,340.204,362.2175,336.04333333333335,344.45000000000005,344.6375,358.298,350.102,363.235,354.94,332.27799999999996
2003-02-21 21:43:08+00:00,341.06666666666666,347.8733333333333,359.29333333333335,363.0425,356.084,347.71799999999996,349.864,344.1016666666667,340.495,326.96999999999997,318.2766666666667,305.122,304.5375,314.832,303.6225,320.78,320.39,306.11,336.23333333333335,343.1933333333333,372.17600000000004,359.9983333333333,347.86999999999995,342.254,337.48,341.72249999999997,341.745,354.976,338.9633333333333,350.81399999999996,350.1566666666667,343.58250000000004,341.71,361.12600000000003,338.33,349.59999999999997,342.954,357.8883333333333,348.905,360.80600000000004,351.822,331.90000000000003
2003-03-25 21:43:05+00:00,352.4166666666667,361.28000000000003,371.7366666666667,369.5775,361.41999999999996,356.28000000000003,356.182,357.886,345.18666666666667,332.565,319.355,315.08500000000004,311.52250000000004,316.26249999999993,303.6225,320.78,320.39,318.93499999999995,339.31500000000005,345.755,377.024,364.19,345.504,341.965,336.65,347.295,346.61,357.67199999999997,338.01,350.8175,350.424,342.04333333333335,351.712,361.19750000000005,347.54999999999995,349.59999999999997,342.93666666666667,358.09000000000003,347.722,363.4,354.748,331.898
2003-07-30 21:37:21+00:00,358.4066666666667,372.63000000000005,378.58666666666664,371.925,370.61,364.73749999999995,364.52250000000004,366.0225,364.93,337.095,317.61,325.985,319.41,339.84,329.97,,320.39,318.93499999999995,339.31500000000005,349.95,378.90333333333325,380.1975,363.81333333333333,350.11,347.00333333333333,357.72333333333336,359.6366666666667,357.85999999999996,342.99,358.82,355.005,347.79,361.4266666666667,368.80500000000006,351.98499999999996,355.59999999999997,346.005,359.125,345.24499999999995,362.90333333333336,354.57333333333327,336.49500000000006
2003-08-15 21:37:36+00:00,351.56333333333333,363.25,371.5466666666666,366.3475,364.5625,359.66249999999997,360.9775,362.2425,341.23,330.995,319.34000000000003,325.68333333333334,323.5733333333333,316.9,311.0,304.2,305.04,315.8566666666666,326.17999999999995,349.685,372.30999999999995,377.105,360.4533333333334,346.425,347.00666666666666,350.92666666666673,355.48,351.8833333333334,337.98,350.99,347.25,347.79,358.78,363.23,345.19,359.9,336.22,357.855,343.99,358.58,351.40333333333336,335.49
2003-10-18 21:38:36+00:00,349.3066666666667,361.815,372.0466666666667,367.08666666666664,369.42,363.09999999999997,357.28499999999997,368.3533333333333,355.5400000000001,330.995,321.07,325.08,344.82,316.9,311.0,304.2,305.04,309.7,323.21,349.42,366.75,384.12000000000006,374.98333333333335,361.45000000000005,351.09,351.6766666666667,357.59999999999997,356.01,,,,,372.74,378.905,,,361.58,364.655,351.08000000000004,366.525,360.1,350.43
2003-11-28 21:32:58+00:00,356.4225,371.15000000000003,379.59250000000003,373.0625,372.2475,363.09999999999997,361.55999999999995,369.57500000000005,355.5400000000001,330.995,321.07,325.08,344.82,316.9,311.0,304.2,305.04,309.7,323.21,349.42,375.3,385.2325,374.98333333333335,361.45000000000005,351.09,357.2125,357.59999999999997,356.01,,,,,372.74,378.905,,,361.58,364.655,351.08000000000004,373.5366666666667,360.1,350.43
2003-12-14 21:33:02+00:00,358.876,371.245,381.992,374.586,373.382,363.22249999999997,362.53249999999997,367.55,353.62000000000006,329.43666666666667,324.45,338.88,348.81666666666666,332.06,323.28,318.23,318.185,321.25,328.83,348.15,373.9266666666667,383.35,374.98333333333335,358.29,351.09,359.594,357.59999999999997,359.99333333333334,353.25,359.62,360.51,354.63,368.46,376.33666666666664,362.8,,361.58,368.29333333333335,355.6766666666667,375.9975,363.81333333333333,354.01666666666665
2003-12-30 21:33:12+00:00,355.6166666666666,367.614,379.1233333333333,373.7833333333333,372.345,362.754,361.546,366.8733333333334,350.8175,328.255,325.03666666666663,337.18666666666667,345.37,327.93,320.27,318.1133333333333,323.3066666666667,324.6133333333333,331.7733333333333,352.37999999999994,374.8025,383.0083333333334,370.9075,354.00750000000005,347.0125,357.18333333333334,353.46500000000003,357.5925,352.655,361.46000000000004,363.255,357.275,367.02,373.235,358.53,343.52,354.245,364.34000000000003,352.98,371.7,362.40250000000003,352.72
2004-01-15 21:33:14+00:00,355.6166666666666,367.614,381.6471428571429,373.7833333333333,372.345,362.754,361.546,366.8733333333334,350.8175,328.255,325.03666666666663,337.18666666666667,345.37,327.93,320.27,318.1133333333333,323.3066666666667,324.6133333333333,331.7733333333333,352.37999999999994,374.8025,383.0083333333334,370.9075,354.00750000000005,347.0125,357.18333333333334,353.46500000000003,357.5925,352.655,361.46000000000004,363.255,357.275,367.02,373.235,358.53,343.52,354.245,364.34000000000003,352.98,371.7,362.40250000000003,352.72
2004-03-19 21:33:35+00:00,354.582,363.842,379.81166666666667,373.062,371.084,357.01249999999993,355.3875,363.524,343.02250000000004,319.07,319.51666666666665,330.3,340.12749999999994,321.76,312.13,311.19666666666666,315.36333333333334,317.0933333333333,327.31333333333333,346.06333333333333,369.34250000000003,380.2,362.26666666666665,348.08250000000004,337.83666666666664,356.674,344.66333333333336,355.675,346.4066666666667,357.1966666666667,356.73,352.1133333333334,362.94,370.365,358.03,345.76,353.6566666666667,362.49,355.62000000000006,368.62,359.34250000000003,348.45
2004-04-20 21:34:19+00:00,353.256,361.194,376.94,369.91999999999996,367.274,350.395,356.812,359.07399999999996,339.46000000000004,319.07,319.51666666666665,332.78000000000003,334.2566666666666,325.5475,312.13,311.19666666666666,315.36333333333334,317.0933333333333,327.31333333333333,349.025,369.34250000000003,374.51750000000004,357.28999999999996,345.3225,338.18,356.326,342.6666666666667,356.1525,346.4066666666667,357.1966666666667,356.73,352.1133333333334,355.3533333333333,364.45000000000005,358.03,345.76,349.69500000000005,362.5725,358.60999999999996,365.92,358.025,344.6366666666666
2004-06-23 21:36:10+00:00,339.1825,348.6325,366.326,358.15749999999997,359.32,343.995,349.95500000000004,354.05,336.3125,317.1933333333333,315.35999999999996,324.295,323.65666666666664,317.59000000000003,301.58,301.70666666666665,306.4766666666667,309.02666666666664,323.745,349.00250000000005,361.65333333333336,370.27666666666664,359.245,345.5025,338.18,346.87,342.6666666666667,351.91249999999997,341.90000000000003,355.98500000000007,354.84000000000003,350.84666666666664,353.99333333333334,362.79333333333335,357.69,348.9266666666667,349.69500000000005,359.455,357.38000000000005,351.44,353.61999999999995,335.93666666666667
2004-07-25 21:37:01+00:00,340.9125,350.5525,360.32500000000005,358.555,359.8825,345.0225,354.8875,356.9375,334.28,323.39000000000004,319.315,323.915,317.97,316.8966666666667,302.3933333333333,300.4566666666667,292.94000000000005,307.2866666666667,325.47,345.0566666666667,360.51666666666665,369.31,362.89,349.2775,342.6066666666666,347.45000000000005,343.46999999999997,352.42,336.82000000000005,348.67,343.68,346.30999999999995,354.06333333333333,364.7633333333333,361.3966666666667,351.63,352.48,362.735,363.59999999999997,355.83,354.1066666666666,329.48999999999995
2004-10-20 21:45:16+00:00,347.83,361.3833333333334,372.49333333333334,368.41333333333336,369.14000000000004,359.05333333333334,368.1366666666667,371.83666666666664,356.29,339.68333333333334,337.52,329.84,335.33,323.41499999999996,314.75666666666666,314.6666666666667,315.135,320.72,341.11,352.94,373.8966666666667,382.59666666666664,369.185,354.475,349.86,355.71000000000004,367.54,356.31,339.73,,,350.83,364.20666666666665,371.98999999999995,368.27666666666664,360.655,369.19,365.2966666666667,363.05,366.0133333333333,361.21000000000004,342.66499999999996
2004-11-30 21:39:51+00:00,347.4,361.635,372.31,368.47249999999997,369.1075,357.9525,368.1125,372.395,357.6033333333333,338.4925,336.15000000000003,331.8,337.96666666666664,323.6666666666667,313.59000000000003,312.59000000000003,311.49666666666667,318.2625,332.42,352.51666666666665,376.1375,383.6525,371.9766666666667,354.475,349.86,355.71000000000004,358.69,351.41333333333336,341.515,352.02,345.39,350.83,364.4275,372.16499999999996,368.6325,360.77,366.12,364.59000000000003,360.52750000000003,361.34,359.68,342.93666666666667
2005-01-17 21:40:37+00:00,356.44,365.5433333333333,383.59999999999997,373.0633333333333,372.29,364.6066666666666,373.71000000000004,378.68666666666667,367.80999999999995,344.42666666666673,336.15000000000003,341.815,350.17333333333335,336.01666666666665,316.81666666666666,315.52333333333337,314.90999999999997,321.4833333333333,332.42,355.38,380.6433333333334,385.82,375.41,356.26,349.86,362.63,358.69,351.62,343.3,352.02,345.39,,367.2966666666667,374.14333333333326,370.9166666666667,363.525,366.12,370.1575,360.31,361.26,359.68,346.86
2005-02-09 21:47:07+00:00,359.84,367.92999999999995,387.71999999999997,373.91499999999996,373.73,364.41499999999996,376.49,383.12000000000006,367.80999999999995,344.99,337.165,344.99333333333334,350.17333333333335,336.01666666666665,316.88000000000005,316.22,314.90999999999997,319.16499999999996,323.73,360.77666666666664,387.63000000000005,388.4266666666667,374.125,360.42,353.19500000000005,356.905,359.44666666666666,351.62,343.3,352.02,345.39,,371.0533333333333,377.45,373.68499999999995,363.525,366.74666666666667,374.12,358.69000000000005,358.04999999999995,359.705,346.86
2005-02-18 21:41:06+00:00,351.31,356.97666666666663,387.71999999999997,364.17,363.8933333333334,351.56333333333333,376.49,383.12000000000006,367.80999999999995,330.76666666666665,326.4066666666667,334.3,340.105,326.6,307.06,307.1666666666667,305.24,310.25333333333333,317.12,352.39750000000004,375.73,378.7025,361.42333333333335,342.665,341.9566666666667,348.6433333333334,351.7425,347.42333333333335,338.08500000000004,348.46,342.28999999999996,332.26,362.4025,370.35749999999996,364.28,356.56666666666666,361.7475,369.246,354.2166666666667,352.91,352.56333333333333,338.58
2005-06-10 21:42:00+00:00,349.39500000000004,355.345,399.495,344.68,344.22,325.86,379.1,377.98,366.12,324.37,304.89,330.51,335.76500000000004,325.39500000000004,287.42,310.515,285.9,314.895,326.745,352.88000000000005,367.505,367.875,353.355,347.29,342.3933333333334,345.6966666666667,349.00333333333333,352.28999999999996,343.975,354.08,352.175,332.26,356.51666666666665,367.5466666666667,345.47,351.42499999999995,357.375,372.17999999999995,355.41499999999996,342.63,350.11,334.525
2005-06-26 21:42:04+00:00,346.63000000000005,351.62000000000006,383.27666666666664,348.8,350.21000000000004,330.695,370.43,366.5333333333333,350.45000000000005,322.56,312.455,326.79,331.56333333333333,320.22333333333336,295.69500000000005,309.18333333333334,293.25,309.96999999999997,326.7366666666667,350.15,366.9433333333333,366.7733333333333,354.9666666666667,344.8025,341.92,344.58000000000004,347.4375,349.9633333333333,345.0133333333333,352.95,351.3966666666667,341.69,356.27250000000004,366.3075,352.20500000000004,352.0533333333333,355.3566666666666,369.206,354.55,347.375,349.1133333333333,334.74
2005-07-12 21:42:11+00:00,346.1775,350.7,376.015,354.5833333333333,353.9866666666667,332.89,365.1325,362.3225,347.74666666666667,321.4425,312.5833333333333,324.255,330.635,317.12,298.81,308.5875,297.73333333333335,310.0,329.52750000000003,350.61400000000003,366.52,368.47749999999996,356.07,343.836,340.884,344.398,347.01599999999996,349.2725,345.0133333333333,353.5125,351.825,346.26,355.86199999999997,365.738,352.20500000000004,352.47749999999996,355.765,368.39166666666665,354.74,350.20666666666665,348.465,335.41999999999996
2005-08-13 21:42:29+00:00,337.21333333333337,356.56399999999996,372.1775,360.745,353.9866666666667,332.89,358.28666666666663,353.65000000000003,347.74666666666667,321.4425,312.5833333333333,312.74,320.30333333333334,305.34666666666664,298.81,308.5875,297.73333333333335,310.0,329.52750000000003,345.375,357.0333333333333,362.5633333333333,351.19666666666666,339.69,337.4225,342.7025,343.53,349.2725,345.0133333333333,353.5125,351.825,346.26,351.28249999999997,362.2325,352.20500000000004,352.47749999999996,351.68666666666667,364.67600000000004,354.74,355.37,348.465,335.41999999999996
2005-08-20 21:48:42+00:00,342.96000000000004,361.9375,372.1775,366.09999999999997,354.32,332.46666666666664,352.91749999999996,349.165,342.0825,324.7125,315.83666666666664,318.15333333333336,324.74,310.23333333333335,301.04,310.9325,298.84999999999997,310.31499999999994,329.8275,345.5625,359.8966666666667,364.2033333333333,357.4866666666667,343.28999999999996,341.1975,344.08250000000004,346.9975,349.8075,345.93333333333334,354.20500000000004,352.385,349.3233333333333,353.65,365.11749999999995,360.35,354.6875,353.6066666666666,365.96999999999997,356.5325,359.5675,348.49,338.3325
2005-08-29 21:42:34+00:00,337.82666666666665,361.9375,372.1775,359.395,351.39750000000004,329.445,348.07,344.31800000000004,336.654,320.81,312.8725,315.7975,322.7425,307.415,298.12,306.12,297.125,305.51,324.302,340.954,355.585,358.5775,352.7075,339.294,337.424,341.516,343.552,345.986,342.03499999999997,351.904,348.308,345.3025,349.96999999999997,362.674,357.48333333333335,352.28999999999996,352.15250000000003,362.4533333333334,354.63800000000003,356.206,344.904,334.956
2005-11-08 21:48:52+00:00,337.82666666666665,365.94,376.158,359.395,356.544,329.445,351.47333333333336,344.31800000000004,336.654,323.33,317.664,315.7975,322.7425,307.415,298.12,306.12,297.125,305.51,324.302,345.10666666666674,355.585,358.5775,357.756,342.84833333333336,341.16,341.516,343.552,345.986,345.356,354.665,351.0933333333333,349.108,352.105,365.17,359.4925,352.28999999999996,355.83000000000004,365.4114285714286,357.895,356.206,344.904,338.87833333333333
